PROJECT ID,PROJECT NAME,PROJECT STATUS,PRODUCT LINE,REGION,COUNTRY,LENDING INSTRUMENT,LENDING INSTRUMENT TYPE,ENV. CATEGORY,IMP AGENCY,SECTOR 1,APPROVAL DATE,CLOSING DATE,commitment_total,disbursement_total,d1,pct_dis1,total_pct_dis1,d2,pct_dis2,total_pct_dis2,d3,pct_dis3,total_pct_dis3,d4,pct_dis4,total_pct_dis4,d5,pct_dis5,total_pct_dis5,d6,pct_dis6,total_pct_dis6,d7,pct_dis7,total_pct_dis7,full_duration,ad1,d1_duration,d1_pct_duration,ad2,d2_duration,d2_pct_duration,ad3,d3_duration,d3_pct_duration,ad4,d4_duration,d4_pct_duration,ad5,d5_duration,d5_pct_duration,ad6,d6_duration,d6_pct_duration,ad7,d7_duration,d7_pct_duration
P006970,OECS Ship-Generated Waste Management Project,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,OECS Countries,Sector Investment and Maintenance Loan,INVESTMENT,A,OECS,Solid waste management,4-May-95,30-Jun-03,11500000,5881527.14,0,0,0,0,0,0,0,0,0,470851.33,0.0800559649,0.0800559649,1647384.42,0.2800946728,0.3601506377,1611340.42,0.2739663325,0.6341169702,2151950.97,0.3658830298,1,97,4-May-95,0,0,4-May-95,0,0,4-May-95,0,0,4-May-95,0,0,4-May-95,0,0,4-May-95,0,0,4-May-95,0,0
P035730,OECS: Telecommunication Reform,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,OECS Countries,Technical Assistance Loan,INVESTMENT,C,OECS SECRETARIAT,Central government administration,4-Jun-98,31-Dec-04,6000000,3929277.01,544997.62,0.1387017557,0.1387017557,544997.61,0.1387017532,0.2774035089,544997.62,0.1387017557,0.4161052646,544997.61,0.1387017532,0.5548070178,583016.95,0.1483776655,0.7031846833,583016.95,0.1483776655,0.8515623489,583252.65,0.1484376511,1,78,4-Jun-98,0,0,4-Jun-98,0,0,4-Jun-98,0,0,4-Jun-98,0,0,4-Jun-98,0,0,4-Jun-98,0,0,4-Jun-98,0,0
P088448,Telecommunications & ICT Development Project,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,OECS Countries,Technical Assistance Loan,INVESTMENT,C,OECS SECRETARIAT,Telecommunications,12-May-05,31-Dec-11,2700000,2508747.49,544322,0.2169696242,0.2169696242,304434.03,0.1213490123,0.3383186364,303447.21,0.1209556606,0.4592742971,248380.22,0.0990056676,0.5582799646,586331.2,0.2337147132,0.7919946778,271669.84,0.1082890331,0.9002837109,250162.99,0.0997162891,1,79,12-May-05,0,0,12-May-05,0,0,12-May-05,0,0,12-May-05,0,0,12-May-05,0,0,12-May-05,0,0,12-May-05,0,0
P092473,Africa Emergency Locust Project,Closed,IBRD/IDA,AFRICA,Africa,Emergency Recovery Loan,INVESTMENT,B,"SEN,GAMB,MAURI,MALI,BURFASO,NIGER,CHAD",Crops,16-Dec-04,31-May-11,59500000,61528099.94,8706793.79,0.1415092258,0.1415092258,9313481.64,0.1513695636,0.2928787895,1947866.5,0.0316581611,0.3245369506,10370977.53,0.1685567658,0.4930937164,10826761.41,0.1759645011,0.6690582175,10221344.18,0.1661248144,0.8351830318,10140874.89,0.1648169682,1,77,16-Dec-04,0,0,16-Dec-04,0,0,16-Dec-04,0,0,16-Dec-04,0,0,16-Dec-04,0,0,16-Dec-04,0,0,16-Dec-04,0,0
P126974,Africa Higher Education Centers of Excellence Project,Active,IBRD/IDA,AFRICA,Western Africa,Specific Investment Loan,INVESTMENT,B,ACE SECRETARIAT,Tertiary education,15-Apr-14,31-Dec-19,150000000,13418476.84,0,0,0,500825,0.0373235357,0.0373235357,7614223,0.5674431674,0.6047667032,3079932.37,0.2295292086,0.8342959118,1557662.11,0.1160833773,0.9503792891,665834.36,0.0496207109,1,0,0,1,68,29-Sep-15,17,0.25,15-Apr-14,0,0,15-Apr-14,0,0,15-Apr-14,0,0,15-Apr-14,0,0,15-Apr-14,0,0,15-Apr-14,0,0
P150080,Sahel Women's Empowerment and Demographics Project,Active,IBRD/IDA,AFRICA,Western Africa,Investment Project Financing,INVESTMENT,C,"MOP NIGER - MOF MALI,MOF SENEGAL, AND UNFPA",Health,18-Dec-14,31-Dec-19,170200000,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,1,1,60,23-Apr-15,4,0.0666666667,23-Apr-15,4,0.0666666667,18-Dec-14,0,0,18-Dec-14,0,0,18-Dec-14,0,0,18-Dec-14,0,0,18-Dec-14,0,0
P111556,AFCC2/RI-East Africa Public Health Laboratory Networking Project,Active,IBRD/IDA,AFRICA,Africa,Specific Investment Loan,INVESTMENT,B,,Health,25-May-10,30-Mar-20,63660000,46585047.43,0,0,0,0,0,0,0,0,0,0,0,0,12710958.17,0.2728548938,0.2728548938,12420534.21,0.2666206196,0.5394755134,21453555.05,0.4605244866,1,118,7-Jul-15,62,0.5254237288,7-Jul-15,62,0.5254237288,7-Jul-15,62,0.5254237288,7-Jul-15,62,0.5254237288,25-May-10,0,0,25-May-10,0,0,25-May-10,0,0
P054443,Structural Adjustment Credit (03),Closed,IBRD/IDA,AFRICA,Cameroon,Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,MINISTRY OF ECONOMY AND FINANCE,"Ports, waterways and shipping",25-Jun-98,23-Jun-04,180000000,236197488.74,51991011.24,0.2201166978,0.2201166978,13400541,0.056734477,0.2768511748,10874808,0.0460411669,0.3228923417,8194106,0.0346917575,0.3575840992,6257773.6,0.0264938194,0.3840779185,3674966.1,0.0155588703,0.3996367889,141804282.8,0.6003632111,1,72,25-Jun-98,0,0,20-Jan-99,7,0.0972222222,6-Jun-00,24,0.3333333333,15-Jun-01,36,0.5,24-Jun-02,48,0.6666666667,6-Jun-03,60,0.8333333333,25-Jun-98,0,0
P079736,CEMAC - Transport-Transit Facilitation,Active,IBRD/IDA,AFRICA,Western Africa,Specific Investment Loan,INVESTMENT,B,,Rural and Inter-Urban Roads and Highways,26-Jun-07,31-Jan-16,201000000,333979263.28,25084609.33,0.0751082839,0.0751082839,21038094.21,0.062992217,0.1381005009,62950153.31,0.1884852152,0.3265857161,131975237.7,0.3951599761,0.7217456922,74171537.91,0.2220842611,0.9438299533,0,0,0.9438299533,18759630.82,0.0561700467,1,103,26-Jun-07,0,0,26-Jun-07,0,0,5-Nov-09,29,0.2815533981,26-Jun-07,0,0,5-Nov-09,29,0.2815533981,26-Jul-12,61,0.5922330097,23-Jun-11,48,0.4660194175
P008794,Power Sector Rehabilitation & Modernization Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Romania,Specific Investment Loan,INVESTMENT,B,RENEL,Power,29-Aug-95,31-Aug-04,110000000,75337247.4,1407558.66,0.0186834363,0.0186834363,704193.01,0.0093472092,0.0280306454,704193.06,0.0093472098,0.0373778553,704193.14,0.0093472109,0.0467250662,4572400,0.0606924218,0.107417488,67244709.53,0.892582512,1,0,0,1,108,29-Aug-95,0,0,29-Aug-95,0,0,29-Aug-95,0,0,29-Aug-95,0,0,29-Aug-95,0,0,29-Aug-95,0,0,,,
P010563,Financial Sector Development Project,Closed,IBRD/IDA,SOUTH ASIA,India,Financial Intermediary Loan,INVESTMENT,B,TBD,General finance sector,23-Mar-95,31-Oct-02,700000000,383700000,150000000,0.3909304144,0.3909304144,0,0,0.3909304144,6000000,0.0156372166,0.406567631,0,0,0.406567631,77700000,0.2025019547,0.6090695856,150000000,0.3909304144,1,0,0,1,91,23-Mar-95,0,0,23-Mar-95,0,0,23-Mar-95,0,0,23-Mar-95,0,0,23-Mar-95,0,0,23-Mar-95,0,0,,,
P122065,West Africa Agricultural Productivity Program APL (WAAPP-1C),Active,IBRD/IDA,AFRICA,Western Africa,Adaptable Program Loan,INVESTMENT,B,"CORAF,MRU SECRETARIAT,PUASA,PAC2,PASA,PACV,RPSDP,LASIP,FIRCA",Agricultural extension and research,24-Mar-11,30-Jun-16,83800000,64994634.53,5896732.97,0.0907264578,0.0907264578,19400532,0.2984943625,0.3892208203,5730237.77,0.0881647818,0.4773856021,12556179.47,0.1931879387,0.6705735408,10989989.54,0.1690907199,0.8396642607,10420962.78,0.1603357393,1,0,0,1,63,24-Mar-11,0,0,24-Mar-11,0,0,24-Mar-11,0,0,24-Mar-11,0,0,24-Mar-11,0,0,24-Mar-11,0,0,,,
P100406,AFCC2/RI-Lake Victoria Environmental Management Project Phase II,Active,IBRD/IDA,AFRICA,Eastern Africa,Adaptable Program Loan,INVESTMENT,A,LAKE VICTORIA BASIN COMMISSION AND 5 COUNTRIES,"General water, sanitation and flood protection sector",3-Mar-09,31-Dec-17,90000000,82114941.46,0,0,0,4205782,0.0512182305,0.0512182305,0,0,0.0512182305,31549588.32,0.3842125167,0.4354307472,18018134.75,0.219425776,0.6548565232,28341436.39,0.3451434768,1,0,0,1,105,26-May-15,74,0.7047619048,26-May-15,74,0.7047619048,26-May-15,74,0.7047619048,3-Mar-09,0,0,3-Mar-09,0,0,3-Mar-09,0,0,,,
P152359,Ebola Emergency Response Project,Active,IBRD/IDA,AFRICA,Western Africa,Investment Project Financing,INVESTMENT,B,AFRO/WHO,Other social services,16-Sep-14,31-Mar-16,105000000,315278802.68,24608490.24,0.0780531074,0.0780531074,51126839.75,0.1621638985,0.2402170059,27585534.99,0.0874956856,0.3277126914,61098881.68,0.1937931798,0.5215058712,104566976,0.3316651012,0.8531709724,46292080.02,0.1468290276,1,0,0,1,18,16-Sep-14,0,0,16-Sep-14,0,0,16-Sep-14,0,0,18-Nov-14,2,0.1111111111,18-Nov-14,2,0.1111111111,18-Nov-14,2,0.1111111111,,,
P107608,National Road Rehabilitation (Osh-Batken-Isfana),Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Specific Investment Loan,INVESTMENT,B,MINISTRY OF TRANSPORT AND COMMUNICATIONS,Rural and Inter-Urban Roads and Highways,3-Nov-09,31-Dec-14,25000000,47837463.08,8317242.09,0.1738646148,0.1738646148,4659411.47,0.0974008898,0.2712655046,12320252.59,0.2575440209,0.5288095254,4630388.97,0.0967942,0.6256037255,11172235.7,0.2335457397,0.8591494652,6737932.26,0.1408505348,1,0,0,1,61,28-Jun-11,19,0.3114754098,30-Sep-10,10,0.1639344262,3-Nov-09,0,0,30-Sep-10,10,0.1639344262,3-Nov-09,0,0,28-Jun-11,19,0.3114754098,,,
P082613,Regional HIV/AIDS Treatment Acceleration Project,Closed,IBRD/IDA,AFRICA,Africa,Specific Investment Loan,INVESTMENT,B,,Health,17-Jun-04,30-Sep-08,59800000,53324436.49,14302530.86,0.2682171965,0.2682171965,14959519.17,0.2805377826,0.5487549791,18962397.76,0.3556042784,0.9043592575,1609448.65,0.0301821971,0.9345414545,3490540.05,0.0654585455,1,0,0,1,0,0,1,51,17-Jun-04,0,0,17-Jun-04,0,0,17-Jun-04,0,0,17-Jun-04,0,0,17-Jun-04,0,0,,,,,,
P093806,Niger Basin Water Resources Development and Sustainable Ecosystems Management Project,Active,IBRD/IDA,AFRICA,Western Africa,Adaptable Program Loan,INVESTMENT,A,NIGER BASIN AUTHORITY (NBA),Hydropower,3-Jul-07,31-Dec-17,186000000,155680331.68,15105871.87,0.0970313443,0.0970313443,4807201.35,0.0308786685,0.1279100128,7395852.63,0.0475066603,0.1754166731,12406508.93,0.0796922051,0.2551088782,115964896.9,0.7448911218,1,0,0,1,0,0,1,125,3-Jul-07,0,0,3-Jul-07,0,0,3-Jul-07,0,0,3-Jul-07,0,0,3-Jul-07,0,0,,,,,,
P145054,Central Asia South Asia Electricity Transmission and Trade Project (CASA-1000),Active,IBRD/IDA,SOUTH ASIA,South Asia,Investment Project Financing,INVESTMENT,A,NATIONAL TRANSMISSION COMPANIES OF AF/PK/TJ/KR,Transmission and Distribution of Electricity,27-Mar-14,30-Jun-20,526500000,0,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,#DIV/0!,#DIV/0!,0,Err:520,Err:520,0,Err:520,Err:520,75,27-Mar-14,0,0,27-Mar-14,0,0,27-Mar-14,0,0,27-Mar-14,0,0,27-Mar-14,0,0,,,,,,
P002822,Programmatic Structural Adjustment Credit CR.no.3379-TA,Closed,IBRD/IDA,AFRICA,Tanzania,Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,GOV,Central government administration,15-Jun-00,31-May-04,190000000,202715125.95,39996473.91,0.1973038456,0.1973038456,759740.24,0.0037478222,0.2010516677,596479.5,0.0029424519,0.2039941196,397363.8,0.0019602079,0.2059543276,160965068.5,0.7940456724,1,0,0,1,0,0,1,47,15-Jun-00,0,0,29-Jan-01,7,0.1489361702,12-Feb-02,20,0.4255319149,27-Jun-03,36,0.7659574468,15-Jun-00,0,0,,,,,,
P001874,Public Resource Management Credit Project,Closed,IBRD/IDA,AFRICA,Mauritania,Sector Adjustment Loan,DEVELOPMENT POLICY LENDING,C,,Central government administration,20-Jun-96,31-Dec-99,20000000,20541273.67,571976,0.0278452062,0.0278452062,397575,0.0193549342,0.0472001403,134639,0.0065545595,0.0537546998,134639,0.0065545595,0.0603092593,19302444.67,0.9396907407,1,0,0,1,0,0,1,42,14-Nov-96,5,0.119047619,15-Dec-97,18,0.4285714286,26-Feb-99,32,0.7619047619,18-Nov-99,41,0.9761904762,20-Jun-96,0,0,,,,,,
P108143,Water Sector Improvement APL Phase II: Metolong Dam and Water Supply,Active,IBRD/IDA,AFRICA,Lesotho,Adaptable Program Loan,INVESTMENT,A,MINISTRY OF NATURAL RESOURCES,Water supply,26-May-09,30-Jun-16,25000000,30916561.81,12742053.44,0.4121432881,0.4121432881,0,0,0.4121432881,8823080.45,0.285383624,0.697526912,0,0,0.697526912,9351427.92,0.302473088,1,0,0,1,0,0,1,85,10-Nov-11,30,0.3529411765,20-Jun-14,61,0.7176470588,26-May-09,0,0,20-Jun-14,61,0.7176470588,26-May-09,0,0,,,,,,
P094103,AFCC2/RI-Regional Communications Infrastructure Project,Active,IBRD/IDA,AFRICA,Eastern Africa,Adaptable Program Loan,INVESTMENT,B,RELEVANT MINISTRY IN CHARGE OF TELECOMMUNICATIONS PORTFOLIO,Telecommunications,29-Mar-07,31-Dec-16,164500000,174012989.18,20719047.01,0.1190660945,0.1190660945,15323317.51,0.0880584696,0.207124564,30471212.66,0.1751088399,0.3822334039,5213091.5,0.0299580596,0.4121914635,102286320.5,0.5878085365,1,0,0,1,0,0,1,117,29-Mar-07,0,0,29-Mar-07,0,0,29-Mar-12,60,0.5128205128,26-Mar-14,84,0.7179487179,29-Mar-07,0,0,,,,,,
P034161,Financial Sector Technical Assistance Project,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Mexico,Technical Assistance Loan,INVESTMENT,C,SHCP,Law and justice,24-Jan-95,30-Jun-00,23600000,28650382.96,0,0,0,0,0,0,5317021.04,0.185582896,0.185582896,18282978.96,0.638140823,0.8237237189,5050382.96,0.1762762811,1,0,0,1,0,0,1,65,24-Jan-95,0,0,22-Jun-95,5,0.0769230769,24-Jan-95,0,0,24-Jan-95,0,0,22-Jun-95,5,0.0769230769,,,,,,
P094199,Pelotas - Rio Grande do Sul Integrated Municipal Development Program (APL),Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Brazil,Adaptable Program Loan,INVESTMENT,B,"PELOTAS, BAGE, URUGUAIANA, STA MARIA, RIO GRANDE",Urban Transport,15-Jan-08,31-Dec-13,18900000,47479156.73,18900000,0.398069412,0.398069412,2703830.42,0.0569477347,0.4550171466,6513971.97,0.1371964546,0.5922136012,12203315.95,0.2570246986,0.8492382999,7158038.39,0.1507617001,1,0,0,1,0,0,1,71,15-Jan-08,0,0,23-Jul-08,6,0.0845070423,23-Jul-08,6,0.0845070423,23-Dec-08,11,0.1549295775,7-Jul-09,18,0.2535211268,,,,,,
P130174,First Part of the Second Phase of the Niger Basin Water Resources Development and Sustainable Ecosystems Management Program - APL 2A,Active,IBRD/IDA,AFRICA,Africa,Adaptable Program Loan,INVESTMENT,A,NIGER BASIN AUTHORITY (NBA),Hydropower,2-Oct-12,1-Apr-21,203000000,9785955.33,0,0,0,1377402.13,0.140752955,0.140752955,8408553.2,0.859247045,1,0,0,1,0,0,1,0,0,1,0,0,1,102,29-May-14,19,0.1862745098,2-Oct-12,0,0,2-Oct-12,0,0,29-May-14,19,0.1862745098,29-May-14,19,0.1862745098,,,,,,
P106063,West Africa Regional Fisheries Program,Active,IBRD/IDA,AFRICA,Western Africa,Adaptable Program Loan,INVESTMENT,B,MINISTRIES OF FISHERIES IN EACH PARTICIPATING COUNTRY,"General agriculture, fishing and forestry sector",20-Oct-09,15-Dec-15,45000000,29428990.87,8691676.02,0.2953440048,0.2953440048,11671232.17,0.3965896154,0.6919336201,4098440.95,0.139265426,0.8311990461,4152017.52,0.1410859631,0.9722850092,815624.21,0.0277149908,1,0,0,1,0,0,1,74,20-Oct-09,0,0,20-Oct-09,0,0,20-Oct-09,0,0,20-Oct-09,0,0,28-Jun-11,20,0.2702702703,,,,,,
P007259,Private Sector Development Adjustment Credit,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Guyana,Sector Adjustment Loan,DEVELOPMENT POLICY LENDING,C,MINISTRY OF FINANCE,General industry and trade sector,20-Jun-95,17-Dec-98,15500000,23839865.58,14410659.44,0.6044773781,0.6044773781,2969912.5,0.124577569,0.7290549471,2911363.64,0.1221216466,0.8511765938,2057265,0.0862951594,0.9374717531,1490665,0.0625282469,1,0,0,1,0,0,1,42,20-Jun-95,0,0,20-Jun-95,0,0,12-Dec-95,6,0.1428571429,14-Nov-96,17,0.4047619048,15-Dec-97,30,0.7142857143,,,,,,
P002821,Tanzania Structural Adjustment Credit,Closed,IBRD/IDA,AFRICA,Tanzania,Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,GOVT,Banking,20-Jun-97,30-Jun-00,125000000,131326980.88,122386287,0.9319203577,0.9319203577,3825724,0.0291312872,0.9610516449,2530386,0.0192678304,0.9803194754,1509038,0.0114906928,0.9918101682,1075545.88,0.0081898318,1,0,0,1,0,0,1,36,20-Jun-97,0,0,20-Jun-97,0,0,15-Dec-97,6,0.1666666667,1-Apr-99,22,0.6111111111,28-Dec-99,30,0.8333333333,,,,,,
P082977,Second Poverty Alleviation Fund Project,Closed,IBRD/IDA,SOUTH ASIA,Pakistan,Financial Intermediary Loan,INVESTMENT,F,PAKISTAN POVERTY ALLEVIATION FUND,Micro- and SME finance,4-Dec-03,30-Jun-11,238000000,567501040.26,101210450.8,0.1783440798,0.1783440798,50484507.05,0.0889593207,0.2673034005,26420240.71,0.0465554049,0.3138588054,248038566.7,0.4370715631,0.7509303685,141347275,0.2490696315,1,0,0,1,0,0,1,90,1-Dec-05,24,0.2666666667,11-Oct-07,46,0.5111111111,11-Oct-07,46,0.5111111111,4-Dec-03,0,0,13-Feb-07,38,0.4222222222,,,,,,
P094916,WAPP APL 2 - OMVS Felou Hydroelectric Project,Closed,IBRD/IDA,AFRICA,Africa,Adaptable Program Loan,INVESTMENT,A,"SOGEM, OMVS",Hydropower,29-Jun-06,31-Dec-14,75000000,151328856.63,26383067.81,0.1743426098,0.1743426098,26357014.31,0.1741704451,0.3485130549,26404847.63,0.1744865336,0.5229995885,41107755.12,0.2716451841,0.7946447726,31076171.76,0.2053552274,1,0,0,1,0,0,1,102,29-Jun-06,0,0,29-Jun-06,0,0,29-Jun-06,0,0,27-Aug-09,38,0.3725490196,27-Aug-09,38,0.3725490196,,,,,,
P082822,Access to Finance for SMEs,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Turkey,Financial Intermediary Loan,INVESTMENT,F,TSKB AND HALKBANK,SME Finance,8-Jun-06,30-Apr-12,180210000,726634148.25,70592556.25,0.0971500671,0.0971500671,133624326.5,0.1838949172,0.2810449842,77393750,0.1065099269,0.3875549111,212669274.6,0.2926772367,0.6802321478,232354240.9,0.3197678522,1,0,0,1,0,0,1,70,8-Jun-06,0,0,8-Jun-06,0,0,19-Jun-07,12,0.1714285714,9-Dec-08,30,0.4285714286,15-Dec-09,42,0.6,,,,,,
P007387,Public Sector Modernization Structural Adjustment Credit,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Honduras,Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,MIN OF FIN & PUBLIC CREDIT,Central government administration,8-Feb-96,30-Nov-01,55000000,112769293.92,49410564,0.4381561885,0.4381561885,24086128,0.2135876457,0.6517438342,19268603.92,0.1708674698,0.822611304,12868814,0.1141162949,0.9367275989,7135184,0.0632724011,1,0,0,1,0,0,1,69,8-Feb-96,0,0,8-Feb-96,0,0,14-Nov-96,9,0.1304347826,15-Dec-97,22,0.3188405797,9-May-01,63,0.9130434783,,,,,,
P057296,Emergency Multisector Rehabilitation and Reconstruction Project,Closed,IBRD/IDA,AFRICA,"Congo, Democratic Republic of",Emergency Recovery Loan,INVESTMENT,A,DRC MINISTRY OF FINANCE,General transportation sector,6-Aug-02,15-May-10,454000000,678851032.15,0,0,0,48557726.68,0.0715292817,0.0715292817,488057589.7,0.7189465237,0.7904758054,133104463.1,0.1960731542,0.9865489596,9131252.67,0.0134510404,1,0,0,1,0,0,1,93,6-Aug-02,0,0,6-Aug-02,0,0,6-Aug-02,0,0,8-Dec-05,40,0.4301075269,18-Dec-07,64,0.688172043,,,,,,
P079734,AFCC2/RI-East Africa Trade and Transport Facilitation Project,Closed,IBRD/IDA,AFRICA,Africa,Specific Investment Loan,INVESTMENT,A,MINISTRIES OF FINANCE,General transportation sector,24-Jan-06,30-Sep-15,199020000,220635789.55,10245614.48,0.0464367748,0.0464367748,25908030.54,0.1174244242,0.163861199,123250273.7,0.5586141485,0.7224753475,33763321,0.153027399,0.8755027465,27468549.83,0.1244972535,1,0,0,1,0,0,1,116,24-Jan-06,0,0,24-Jan-06,0,0,24-Jan-06,0,0,24-Jan-06,0,0,23-Jun-11,65,0.5603448276,,,,,,
P046837,TZ-Lake Victoria Environment (IDA),Closed,IBRD/IDA,AFRICA,Tanzania,Specific Investment Loan,INVESTMENT,C,VICE PRESIDENT'S OFFICE,Animal production,30-Jul-96,31-Dec-05,10100000,19087425.39,188886.62,0.0098958668,0.0098958668,1411794.54,0.0739646396,0.0838605064,3524659.68,0.1846587273,0.2685192338,9847044.41,0.515891704,0.7844109378,4115040.14,0.2155890622,1,0,0,1,0,0,1,113,30-Jul-96,0,0,13-Dec-01,65,0.5752212389,21-Oct-04,99,0.8761061947,30-Jul-96,0,0,13-Dec-01,65,0.5752212389,,,,,,
P098949,Second Village Investment Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Specific Investment Loan,INVESTMENT,F,COMMUNITY DEVELOPMENT AND INVESTMENT AGENCY,Other social services,3-Aug-06,31-Oct-14,15000000,28335339.61,2287365.71,0.0807248384,0.0807248384,15939249.28,0.5625219073,0.6432467456,3528491.91,0.1245261909,0.7677729365,4589104.4,0.1619569225,0.929729859,1991128.31,0.070270141,1,0,0,1,0,0,1,98,20-Dec-12,76,0.7755102041,3-Aug-06,0,0,3-Nov-09,39,0.3979591837,3-Nov-09,39,0.3979591837,20-Dec-12,76,0.7755102041,,,,,,
P083325,Mozambique -Roads and Bridges Management and Maintenance Program - Phase II,Active,IBRD/IDA,AFRICA,Mozambique,Adaptable Program Loan,INVESTMENT,B,NATIONAL ROAD AUTHORITY (ANE),Rural and Inter-Urban Roads and Highways,23-May-07,31-Dec-17,100000000,140383349.17,101642015.9,0.7240318492,0.7240318492,0,0,0.7240318492,36187422.26,0.2577757439,0.9818075931,0,0,0.9818075931,2553911.01,0.0181924069,1,0,0,1,0,0,1,127,23-May-07,0,0,31-Mar-15,94,0.7401574803,7-Apr-11,47,0.3700787402,13-Dec-13,79,0.6220472441,13-Dec-13,79,0.6220472441,,,,,,
P010556,Highways Rehabilitation,Closed,IBRD/IDA,SOUTH ASIA,Pakistan,Specific Investment Loan,INVESTMENT,B,MOC/NHA,Rural and Inter-Urban Roads and Highways,23-Dec-03,30-Jun-13,200000000,514359349.06,58355385.36,0.1134525609,0.1134525609,100000000,0.1944166081,0.307869169,65000000,0.1263707953,0.4342399643,159223351.1,0.3095566385,0.7437966028,131780612.6,0.2562033972,1,0,0,1,0,0,1,114,23-Dec-03,0,0,1-Dec-05,24,0.2105263158,29-Mar-06,27,0.2368421053,23-Dec-03,0,0,28-Sep-10,81,0.7105263158,,,,,,
P040642,Economic Recovery and Investment Promotion Technical Assistance Project,Closed,IBRD/IDA,AFRICA,Zambia,Technical Assistance Loan,INVESTMENT,C,,Central government administration,4-Jun-96,30-Sep-05,23000000,38990296.35,22903903.71,0.5874257406,0.5874257406,6769287.55,0.173614673,0.7610404136,456771.88,0.0117150143,0.7727554279,5410064.17,0.1387541177,0.9115095456,3450269.04,0.0884904544,1,0,0,1,0,0,1,111,4-Jun-96,0,0,17-Jun-03,84,0.7567567568,4-Jun-96,0,0,19-Sep-02,75,0.6756756757,17-Jun-03,84,0.7567567568,,,,,,
P006887,Power Market Development Project,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Colombia,Sector Investment and Maintenance Loan,INVESTMENT,B,ISA,Power,16-Nov-95,31-Dec-08,249300000,249300000,0,0,0,19481345.56,0.078144186,0.078144186,75880000,0.3043722423,0.3825164282,84818654.44,0.3402272541,0.7227436823,69120000,0.2772563177,1,0,0,1,0,0,1,157,16-Nov-95,0,0,16-Nov-95,0,0,16-Nov-95,0,0,16-Nov-95,0,0,1-Jan-08,146,0.9299363057,,,,,,
P003596,Yangtze Basin Water Resources Project,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,China,Specific Investment Loan,INVESTMENT,A,MINISTRY OF HEALTH,Flood protection,25-Apr-95,31-Dec-05,210000000,205163694.81,0,0,0,2735118.43,0.0133313959,0.0133313959,107079071.9,0.521920177,0.5352515728,95349504.48,0.4647484272,1,0,0,1,0,0,1,0,0,1,128,25-Apr-95,0,0,25-Apr-95,0,0,25-Apr-95,0,0,25-Apr-95,0,0,,,,,,,,,
P003642,Zhejiang Power Development Project,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,China,Specific Investment Loan,INVESTMENT,A,ZPEPB,Power,28-Feb-95,31-Dec-03,400000000,361205421.31,0,0,0,30175826.71,0.0835420094,0.0835420094,144676834.9,0.4005389354,0.4840809448,186352759.7,0.5159190552,1,0,0,1,0,0,1,0,0,1,106,28-Feb-95,0,0,28-Feb-95,0,0,28-Feb-95,0,0,28-Feb-95,0,0,,,,,,,,,
P004614,Rural Finance Project (02),Closed,IBRD/IDA,EAST ASIA AND PACIFIC,Philippines,Specific Investment Loan,INVESTMENT,B,LBP,General finance sector,14-Sep-95,30-Jun-02,150000000,150000000,24068638.11,0.1604575874,0.1604575874,25931361.89,0.1728757459,0.3333333333,50000000,0.3333333333,0.6666666667,50000000,0.3333333333,1,0,0,1,0,0,1,0,0,1,81,14-Sep-95,0,0,14-Sep-95,0,0,14-Sep-95,0,0,14-Sep-95,0,0,,,,,,,,,
P035082,Municipal Finance Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Poland,Financial Intermediary Loan,INVESTMENT,B,BISE,"General water, sanitation and flood protection sector",10-Jul-97,31-Dec-01,22000000,3715904.12,1972327.93,0.5307800918,0.5307800918,1743576.19,0.4692199082,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,53,10-Jul-97,0,0,10-Jul-97,0,0,10-Jul-97,0,0,10-Jul-97,0,0,,,,,,,,,
