PROJECT ID,PROJECT NAME,PROJECT STATUS,PRODUCT LINE,REGION,COUNTRY,LENDING INSTRUMENT,LENDING INSTRUMENT TYPE,ENV. CATEGORY,IMP AGENCY,SECTOR 1,APPROVAL DATE,CLOSING DATE,commitment_total,disbursement_total,d1,pct_dis1,total_pct_dis1,d2,pct_dis2,total_pct_dis2,d3,pct_dis3,total_pct_dis3,d4,pct_dis4,total_pct_dis4,d5,pct_dis5,total_pct_dis5,d6,pct_dis6,total_pct_dis6,d7,pct_dis7,total_pct_dis7,full_duration,ad1,d1_duration,d1_pct_duration,ad2,d2_duration,d2_pct_duration,ad3,d3_duration,d3_pct_duration,ad4,d4_duration,d4_pct_duration,ad5,d5_duration,d5_pct_duration,ad6,d6_duration,d6_pct_duration,ad7,d7_duration,d7_pct_duration
P009125,Health Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Uzbekistan,Specific Investment Loan,INVESTMENT,C,MIN.HEALTH & SOC.PRO,Health,22-Sep-98,31-Dec-04,30000000,29529493.42,29529493.42,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,75,22-Sep-98,0,,,,,,,,,,,,,,,,,,,
P009129,Rehabilitation Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Uzbekistan,Rehabilitation Loan,DEVELOPMENT POLICY LENDING,U,CABINET OF MINISTERS,General industry and trade sector,28-Mar-95,30-Jun-96,160000000,160000000,160000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,15,28-Mar-95,0,,,,,,,,,,,,,,,,,,,
P009131,Financial Institution Building Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Uzbekistan,Technical Assistance Loan,INVESTMENT,C,CENTRAL BANK OF UZBEKISTAN; MINISTRY OF FINANCE; CAB. OF MIN,Banking,27-May-99,31-Mar-04,25000000,15018195.6,15018195.6,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,58,27-May-99,0,,,,,,,,,,,,,,,,,,,
P009468,Fourth Fisheries,Closed,IBRD/IDA,SOUTH ASIA,Bangladesh,Specific Investment Loan,INVESTMENT,B,DEPARTMENT OF FISHERIES;BANGLADESH WATER DEV BOARD (BWDB),Animal production,20-Jul-99,30-Jun-06,28000000,16598526.13,16598526.13,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,83,20-Jul-99,0,,,,,,,,,,,,,,,,,,,
P009482,Fourth Dhaka Water Supply Project,Closed,IBRD/IDA,SOUTH ASIA,Bangladesh,Specific Investment Loan,INVESTMENT,B,DWASA,Water supply,19-Dec-96,30-Jun-02,80300000,46746077.38,46746077.38,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,66,19-Dec-96,0,,,,,,,,,,,,,,,,,,,
P009484,Agricultural Research Management Project,Closed,IBRD/IDA,SOUTH ASIA,Bangladesh,Specific Investment Loan,INVESTMENT,C,BANGLADESH AGR RESEARCH COUNCIL & SEVEN RESEARCH INSTITUTES,Agricultural extension and research,8-Feb-96,31-Dec-01,50000000,42863640.41,42863640.41,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,70,8-Feb-96,0,,,,,,,,,,,,,,,,,,,
P009496,Integrated Nutrition Project,Closed,IBRD/IDA,SOUTH ASIA,Bangladesh,Specific Investment Loan,INVESTMENT,C,MINISTRY OF HEALTH AND FAMILY WELFARE,Health,30-May-95,30-Jun-02,59800000,51642059.59,51642059.59,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,85,30-May-95,0,,,,,,,,,,,,,,,,,,,
P009524,Dhaka Urban Transport,Closed,IBRD/IDA,SOUTH ASIA,Bangladesh,Specific Investment Loan,INVESTMENT,B,MIN. OF COMMUNICATIONS,Roads and highways,19-Jan-99,30-Jun-05,177000000,87099943.74,87099943.74,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,77,19-Jan-99,0,,,,,,,,,,,,,,,,,,,
P009533,Gas Infrastructure Development Project,Closed,IBRD/IDA,SOUTH ASIA,Bangladesh,Specific Investment Loan,INVESTMENT,A,PETROBANGLA,Oil and gas,9-May-95,30-Jun-00,120800000,67918817.17,67918817.17,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,61,9-May-95,0,,,,,,,,,,,,,,,,,,,
P009550,Primary Education Development Project,Closed,IBRD/IDA,SOUTH ASIA,Bangladesh,Specific Investment Loan,INVESTMENT,C,PMED,Primary education,9-Apr-98,31-Dec-03,150000000,90981636.95,90981636.95,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,68,9-Apr-98,0,,,,,,,,,,,,,,,,,,,
P009560,Non-Formal Education Project,Closed,IBRD/IDA,SOUTH ASIA,Bangladesh,Specific Investment Loan,INVESTMENT,C,PMED,Adult literacy/non-formal education,27-Feb-96,30-Jun-01,10500000,7893552.94,7893552.94,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,64,27-Feb-96,0,,,,,,,,,,,,,,,,,,,
P009574,Education Project (02),Closed,IBRD/IDA,SOUTH ASIA,Bhutan,Specific Investment Loan,INVESTMENT,C,MIN. OF HEALTH AND EDUCATION,Primary education,3-Mar-98,30-Sep-05,13700000,13306354.15,13306354.15,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,90,3-Mar-98,0,,,,,,,,,,,,,,,,,,,
P009972,THIRD NATIONAL HIGHWAYS PROJECT,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,B,NATIONAL HIGHWAYS AUTHORITY OF INDIA,Roads and highways,8-Jun-00,31-Dec-07,516000000,403934931.3,403934931.3,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,90,8-Jun-00,0,,,,,,,,,,,,,,,,,,,
P009995,Andhra Pradesh State Highway Project,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,B,STATE PWD,Roads and highways,17-Jun-97,30-Jun-04,350000000,332540846.6,332540846.6,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,84,17-Jun-97,0,,,,,,,,,,,,,,,,,,,
P010001,Private Farmer Support Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",Specific Investment Loan,INVESTMENT,B,MIN. OF AGRICULTURE,Central government administration,16-May-96,31-Aug-02,7900000,6648324.62,6648324.62,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,75,16-May-96,0,,,,,,,,,,,,,,,,,,,
P010467,Colombo Environmental Improvement,Closed,IBRD/IDA,SOUTH ASIA,Sri Lanka,Specific Investment Loan,INVESTMENT,A,"UDA, CMC, NWSDB",Sanitation,29-Jun-95,30-Jun-01,39000000,24076703.91,24076703.91,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,72,29-Jun-95,0,,,,,,,,,,,,,,,,,,,
P010473,Tuberculosis Control Project,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,C,TBD,Health,30-Jan-97,31-Mar-06,142400000,124773706.4,124773706.4,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,110,30-Jan-97,0,,,,,,,,,,,,,,,,,,,
P010476,Tamil Nadu Water Resources Consolidation Project,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,A,TAMIL NADU PWD,Irrigation and drainage,20-Jun-95,30-Sep-04,282900000,205484023.5,205484023.5,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,111,20-Jun-95,0,,,,,,,,,,,,,,,,,,,
P010478,Pakistan:NWFP Community Infrastsructure Project (CIP),Closed,IBRD/IDA,SOUTH ASIA,Pakistan,Specific Investment Loan,INVESTMENT,B,LGERDD,"General water, sanitation and flood protection sector",14-Mar-96,30-Jun-03,21500000,14222217.17,14222217.17,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,87,14-Mar-96,0,,,,,,,,,,,,,,,,,,,
P010481,Punjab Forest Sector Development Project,Closed,IBRD/IDA,SOUTH ASIA,Pakistan,Specific Investment Loan,INVESTMENT,B,PUNJAB FOREST DEPARTMENT,Forestry,20-Jun-95,31-Dec-01,24900000,12813552.24,12813552.24,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,78,20-Jun-95,0,,,,,,,,,,,,,,,,,,,
P010482,BALOCHISTAN COMMUNITY IRRIGATION AND AGRICULTURE PROJECT,Closed,IBRD/IDA,SOUTH ASIA,Pakistan,Specific Investment Loan,INVESTMENT,B,"BALOCHISTAN IRRIGATION DEPARTMENT (BID), GOVT OF BALOCHISTAN",Irrigation and drainage,26-Sep-95,30-Jun-02,26700000,22618106.01,22618106.01,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,81,26-Sep-95,0,,,,,,,,,,,,,,,,,,,
P010485,Hydrology Project,Closed,IBRD/IDA,SOUTH ASIA,India,Technical Assistance Loan,INVESTMENT,C,MIN OF WATER RES,Central government administration,22-Aug-95,31-Dec-03,142000000,94949648.18,94949648.18,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,100,22-Aug-95,0,,,,,,,,,,,,,,,,,,,
P010486,North West Frontier Primary Education Project,Closed,IBRD/IDA,SOUTH ASIA,Pakistan,Sector Investment and Maintenance Loan,INVESTMENT,C,NWFP DEPT OF EDUC.,Primary education,14-Mar-95,31-Dec-00,150000000,83501087.26,83501087.26,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,69,14-Mar-95,0,,,,,,,,,,,,,,,,,,,
P010492,Population Welfare Program Project,Closed,IBRD/IDA,SOUTH ASIA,Pakistan,Specific Investment Loan,INVESTMENT,C,TBD,Health,14-Mar-95,31-Dec-99,65100000,35329686.85,35329686.85,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,57,14-Mar-95,0,,,,,,,,,,,,,,,,,,,
P010496,Orissa Health Systems Development Project,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,B,GOVERNMENT OF ORISSA,Health,29-Jun-98,31-Mar-06,76400000,74764516.17,74764516.17,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,93,29-Jun-98,0,,,,,,,,,,,,,,,,,,,
P010498,Energy Services Delivery Project,Closed,IBRD/IDA,SOUTH ASIA,Sri Lanka,Specific Investment Loan,INVESTMENT,B,"MOF, CEB, PVT SCTR",Renewable energy,18-Mar-97,31-Dec-02,24200000,22398562.96,22398562.96,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,69,18-Mar-97,0,,,,,,,,,,,,,,,,,,,
P010500,National Drainage Program Project,Closed,IBRD/IDA,SOUTH ASIA,Pakistan,Specific Investment Loan,INVESTMENT,B,WAPDA AND PROVINCES,Irrigation and drainage,4-Nov-97,31-Dec-04,285000000,273336304.2,273336304.2,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,85,4-Nov-97,0,,,,,,,,,,,,,,,,,,,
P010501,Punjab Private Sector Groundwater Development Project,Closed,IBRD/IDA,SOUTH ASIA,Pakistan,Specific Investment Loan,INVESTMENT,B,PUNJAB IRR/AGR DEPTS,Irrigation and drainage,11-Jul-96,31-Dec-01,56000000,20039893.5,20039893.5,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,65,11-Jul-96,0,,,,,,,,,,,,,,,,,,,
P010503,Agricultural Human Resources Development Project,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,C,TBD,Tertiary education,30-Mar-95,31-Dec-01,59500000,51097956.3,51097956.3,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,81,30-Mar-95,0,,,,,,,,,,,,,,,,,,,
P010505,RAJASTHAN DISTRICT POVERTY INITIATIVES PROJECT,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,B,GOVERNMENT OF RAJASTHAN,Other social services,25-Apr-00,31-Dec-07,100480000,103893544.8,103893544.8,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,92,25-Apr-00,0,,,,,,,,,,,,,,,,,,,
P010506,Madhya Pradesh Forestry Project,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,B,FOREST DEPT GOMP,Forestry,30-Mar-95,31-Dec-99,58000000,53270531.3,53270531.3,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,57,30-Mar-95,0,,,,,,,,,,,,,,,,,,,
P010509,Multimodal Transit and Trade Facilitation Project,Closed,IBRD/IDA,SOUTH ASIA,Nepal,Specific Investment Loan,INVESTMENT,B,MIN.WORKS& TRANSPORT,General transportation sector,25-Nov-97,30-Sep-03,23500000,18479736.99,18479736.99,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,70,25-Nov-97,0,,,,,,,,,,,,,,,,,,,
P010511,Malaria Control Project,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,B,MOHFW,Health,12-Jun-97,31-Dec-05,164800000,111981445.4,111981445.4,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,102,12-Jun-97,0,,,,,,,,,,,,,,,,,,,
P010513,Environmental Action Project (01),Closed,IBRD/IDA,SOUTH ASIA,Sri Lanka,Specific Investment Loan,INVESTMENT,C,MTEWA,Central government administration,27-Mar-97,31-Dec-03,14800000,13884386.33,13884386.33,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,81,27-Mar-97,0,,,,,,,,,,,,,,,,,,,
P010516,Rural Water Supply and Sanitation Project,Closed,IBRD/IDA,SOUTH ASIA,Nepal,Specific Investment Loan,INVESTMENT,B,RURAL WATER SUPPLY AND SANITATION FUND,Water supply,3-Sep-96,31-Dec-03,18300000,15358039.01,15358039.01,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,87,3-Sep-96,0,,,,,,,,,,,,,,,,,,,
P010517,Private Sector Infrastructure Development Project,Closed,IBRD/IDA,SOUTH ASIA,Sri Lanka,Financial Intermediary Loan,INVESTMENT,A,PSIDC,Power,13-Jun-96,31-Dec-06,77000000,54685362.25,54685362.25,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,126,13-Jun-96,0,,,,,,,,,,,,,,,,,,,
P010522,Assam Rural Infrastructure and Agricultural Services Project,Closed,IBRD/IDA,SOUTH ASIA,India,Sector Investment and Maintenance Loan,INVESTMENT,C,GOA,"General agriculture, fishing and forestry sector",25-May-95,30-Jun-04,126000000,107231020.3,107231020.3,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,109,25-May-95,0,,,,,,,,,,,,,,,,,,,
P010525,General Education Project (02),Closed,IBRD/IDA,SOUTH ASIA,Sri Lanka,Specific Investment Loan,INVESTMENT,C,MIN. OF EDUCATION,Primary education,9-Dec-97,30-Nov-05,70300000,68114482.5,68114482.5,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,95,9-Dec-97,0,,,,,,,,,,,,,,,,,,,
P010526,Health Services Project,Closed,IBRD/IDA,SOUTH ASIA,Sri Lanka,Specific Investment Loan,INVESTMENT,C,TBD,Health,19-Dec-96,30-Jun-02,18800000,13230304.89,13230304.89,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,66,19-Dec-96,0,,,,,,,,,,,,,,,,,,,
P010529,Orissa Water Resources Consolidation Project,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,A,STATE DOI (ORISSA),Irrigation and drainage,19-Dec-95,30-Sep-04,290900000,247219630.8,247219630.8,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,105,19-Dec-95,0,,,,,,,,,,,,,,,,,,,
P010530,Nepal Irrigation Sector Project,Closed,IBRD/IDA,SOUTH ASIA,Nepal,Sector Investment and Maintenance Loan,INVESTMENT,B,DEPT. OF IRRIGATION,Irrigation and drainage,25-Nov-97,30-Jun-04,79770000,68420947.66,68420947.66,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,79,25-Nov-97,0,,,,,,,,,,,,,,,,,,,
P010566,GUJARAT STATE HIGHWAY PROJECT,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,B,GOVERNMENT OF GUJARAT ROADS AND BUILDINGS DEPARTMENT,Roads and highways,5-Sep-00,31-Dec-07,381000000,280000000,280000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,87,5-Sep-00,0,,,,,,,,,,,,,,,,,,,
P033965,Environmental Remediation Pilot Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Bulgaria,Specific Investment Loan,INVESTMENT,A,"MDK-UM 2070 PIRDOP, BULGARIA","General water, sanitation and flood protection sector",12-May-98,31-Dec-02,16000000,16000000,16000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,55,12-May-98,0,,,,,,,,,,,,,,,,,,,
P034035,Administrative Rehabilitation Project,Closed,IBRD/IDA,MIDDLE EAST AND NORTH AFRICA,Lebanon,Specific Investment Loan,INVESTMENT,C,GOVERNMENT,Central government administration,3-Aug-95,30-Jun-03,20000000,19753522.7,19753522.7,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,94,3-Aug-95,0,,,,,,,,,,,,,,,,,,,
P034037,Agriculture Infrastructure Development Project,Closed,IBRD/IDA,MIDDLE EAST AND NORTH AFRICA,Lebanon,Specific Investment Loan,INVESTMENT,B,GOV,"General agriculture, fishing and forestry sector",12-Sep-96,31-Dec-04,31000000,20997719.86,20997719.86,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,99,12-Sep-96,0,,,,,,,,,,,,,,,,,,,
P034082,Public Sector Adjustment Loan (PSAL),Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Hungary,Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,MINISTRY OF FINANCE,Compulsory pension and unemployment insurance,27-Jan-98,31-Dec-99,150000000,150000000,150000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,23,27-Jan-98,0,,,,,,,,,,,,,,,,,,,
P034083,Urban Transport Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Turkmenistan,Specific Investment Loan,INVESTMENT,B,MOAT/APAPO,General transportation sector,27-May-97,31-Dec-01,34200000,21100182.2,21100182.2,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,55,27-May-97,0,,,,,,,,,,,,,,,,,,,
P034093,Public Sector Resource Management Adjustment Loan,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Kazakhstan,Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,MINISTRY OF FINANCE,Central government administration,26-Aug-97,31-Dec-99,230000000,230000000,230000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,28,26-Aug-97,0,,,,,,,,,,,,,,,,,,,
P034095,Financial Sector Adjustment Credit (FSAC),Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Sector Adjustment Loan,DEVELOPMENT POLICY LENDING,C,THE NATIONAL BANK OF THE KYRGYZ REPUBLIC,Banking,25-Jun-96,30-Jun-98,45000000,44010876,44010876,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,24,25-Jun-96,0,,,,,,,,,,,,,,,,,,,
P034101,PK-TELECOM REG & PRIVAT,Closed,IBRD/IDA,SOUTH ASIA,Pakistan,Technical Assistance Loan,INVESTMENT,C,MIN OF COMMUNICATION,Central government administration,9-Nov-95,30-Jun-03,35000000,17763637.6,17763637.6,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,91,9-Nov-95,0,,,,,,,,,,,,,,,,,,,
P034106,Urban Infrastructure and Pilot Decentralization,Closed,IBRD/IDA,AFRICA,Mauritania,Specific Investment Loan,INVESTMENT,B,MINISTRY OF PLANNING/AMEXTIPE,Other industry,26-Mar-96,31-Dec-01,14000000,11834465.21,11834465.21,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,69,26-Mar-96,0,,,,,,,,,,,,,,,,,,,
P034118,Economic Reform & Development Loan,Closed,IBRD/IDA,MIDDLE EAST AND NORTH AFRICA,Jordan,Sector Adjustment Loan,DEVELOPMENT POLICY LENDING,C,GOVT,General industry and trade sector,24-Oct-95,31-Dec-96,80000000,80000000,80000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,14,24-Oct-95,0,,,,,,,,,,,,,,,,,,,
P034154,Ports Rehabilitation Project,Closed,IBRD/IDA,AFRICA,Eritrea,Specific Investment Loan,INVESTMENT,A,DEPARTMENT OF MARITIME TRANSPORT,"Ports, waterways and shipping",18-Nov-97,31-Dec-11,30300000,24676719.77,24676719.77,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,169,18-Nov-97,0,,,,,,,,,,,,,,,,,,,
P034180,Early Childhood Development,Closed,IBRD/IDA,AFRICA,Kenya,Specific Investment Loan,INVESTMENT,C,MIN. OF EDUCATION,Central government administration,8-Apr-97,30-Jun-04,27800000,19853145.86,19853145.86,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,86,8-Apr-97,0,,,,,,,,,,,,,,,,,,,
P034181,Urban Works & Microenterprise Pilot Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Albania,Specific Investment Loan,INVESTMENT,C,RURAL DEVP. FUND,Micro- and SME finance,1-Aug-95,30-Jun-99,4000000,3510182.66,3510182.66,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,46,1-Aug-95,0,,,,,,,,,,,,,,,,,,,
P034212,Mahaweli Restructuring and Rehabilitation Project,Closed,IBRD/IDA,SOUTH ASIA,Sri Lanka,Specific Investment Loan,INVESTMENT,B,MAHA.AUTH.OFSL(MASL,Irrigation and drainage,14-Apr-98,31-Dec-05,57000000,56683899.09,56683899.09,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,92,14-Apr-98,0,,,,,,,,,,,,,,,,,,,
P034213,General Cadastre and Land Registration Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Romania,Specific Investment Loan,INVESTMENT,C,NAT'L AGENCY FOR CADASTRE AND REAL ESTATE PUBLICITY,Central government administration,9-Dec-97,30-Jun-06,25500000,24621407.9,24621407.9,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,102,9-Dec-97,0,,,,,,,,,,,,,,,,,,,
P034489,Railways Restructuring Project,Closed,IBRD/IDA,AFRICA,Malawi,Specific Investment Loan,INVESTMENT,B,GOVT,Railways,28-Mar-95,31-Mar-00,16200000,6569548.71,6569548.71,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,60,28-Mar-95,0,,,,,,,,,,,,,,,,,,,
P034491,Power Transmission & Distribution Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Albania,Specific Investment Loan,INVESTMENT,B,"KESH (POWER CO.), POWER CORP. OF ELBASAN, SHKODER & VLORE",Power,5-Mar-96,31-Jan-03,29500000,17888453.99,17888453.99,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,82,5-Mar-96,0,,,,,,,,,,,,,,,,,,,
P034578,Rio Grande do Sul State Highway Management Project,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Brazil,Sector Investment and Maintenance Loan,INVESTMENT,B,DAER,Roads and highways,15-May-97,15-Dec-05,70000000,70000000,70000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,103,15-May-97,0,,,,,,,,,,,,,,,,,,,
P034581,Housing Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Ukraine,Specific Investment Loan,INVESTMENT,B,SCHME,Housing construction,14-Mar-96,30-Jun-99,17000000,0,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,#DIV/0!,#DIV/0!,0,Err:520,Err:520,0,Err:520,Err:520,39,14-Mar-96,0,,,,,,,,,,,,,,,,,,,
P034583,Structural Adjustment Credit,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Georgia,Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,MINISTRY OF FINANCE,General industry and trade sector,18-Apr-96,31-Dec-97,60000000,59603027.47,59603027.47,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,20,18-Apr-96,0,,,,,,,,,,,,,,,,,,,
P034584,Municipal Services Development Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Latvia,Specific Investment Loan,INVESTMENT,B,MIN. ENV. & REG. DEV,General transportation sector,14-Dec-95,30-Jun-02,27300000,27181161.75,27181161.75,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,78,14-Dec-95,0,,,,,,,,,,,,,,,,,,,
P034606,Financial Markets and Pension Reform Technical Assistance Project,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Bolivia,Technical Assistance Loan,INVESTMENT,C,MINISTRY OF FINAN. & ECONOMIC DEVELOPMENT,Compulsory pension and unemployment insurance,30-Nov-95,31-Dec-98,9000000,7619635.75,7619635.75,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,37,30-Nov-95,0,,,,,,,,,,,,,,,,,,,
P034607,Public Sector Modernization Technical Assistance Credit,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Honduras,Technical Assistance Loan,INVESTMENT,C,MIN OF FIN & PUBLIC CREDIT,Central government administration,8-Feb-96,30-Jun-00,9600000,8743870.11,8743870.11,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,52,8-Feb-96,0,,,,,,,,,,,,,,,,,,,
P034609,Private Sector Development 2 Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,"Macedonia, former Yugoslav Republic of",Specific Investment Loan,INVESTMENT,C,CENTRAL BANK OF MACEDONIA,General industry and trade sector,30-Oct-97,31-Dec-02,25000000,20851120.98,20851120.98,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,62,30-Oct-97,0,,,,,,,,,,,,,,,,,,,
P034617,Selingue Power Rehabilitation Project,Closed,IBRD/IDA,AFRICA,Mali,Specific Investment Loan,INVESTMENT,B,EDM,Power,25-Apr-96,30-Jun-02,27300000,24408724.65,24408724.65,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,74,25-Apr-96,0,,,,,,,,,,,,,,,,,,,
P035080,Institutional Development Credit (IDC) Project,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Nicaragua,Technical Assistance Loan,INVESTMENT,C,CERAP,Central government administration,16-Mar-95,31-Dec-01,23000000,21527091.8,21527091.8,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,81,16-Mar-95,0,,,,,,,,,,,,,,,,,,,
